,context,question,answer
165,辛楣满口的“嫂夫人劳步，不敢当”。柔嘉微笑抗议说：“赵叔叔别那样称呼，我当不起。”辛楣道：“没有这个道理——鸿渐，你来得不巧。苏文纨在里面。她这两天在香港，知道我母亲来了，今天刚来看她。你也许不愿意看见苏文纨，所以我赶出来向你打招呼。不过，她知道你在外面。”,“没有这个道理——鸿渐，你来得不巧。苏文纨在里面。她这两天在香港，知道我母亲来了，今天刚来看她。你也许不愿意看见苏文纨，所以我赶出来向你打招呼。不过，她知道你在外面。,"{'辛楣', '赵叔叔'}"
166,方老太太插口说：“是呀！鸿渐从小不能干的，七岁还不会穿衣服。到现在我看他穿衣服不知冷暖，东西甜的咸的乱吃，完全像个孩子，少奶奶，你要留心他。鸿渐，你不听我的话，娶了媳妇，她说的话，你总应该听了。”柔嘉道：“他也不听我的话的——鸿渐，你听见没有？以后你不听我的话，我就告诉婆婆。”,“他也不听我的话的——鸿渐，你听见没有？以后你不听我的话，我就告诉婆婆。”,"{'少奶奶', '柔嘉'}"
167,他回家跟太太讨论这件事，好也很惋惜。不过，她说：“她走了也好，我看她编的副刊并不精彩。她自己写的东西，今天明天，搬来搬去，老是那几句话，倒也省事。看报的人看完就把报纸掷了，不会找出旧报纸来对的。想来她不要出集子，否则几十篇文章其实只有一篇，那真是大笑话了。像她那样，‘家庭与妇女’，我也会编；你可以替她的缺，编‘文化与艺术’。”鸿渐道：“我没有你这样自信。好太太，你不知道拉稿子的苦。我老实招供给你听罢：‘家庭与妇女’里‘主妇须知’那一栏，什么‘酱油上浇了麻油就不会发霉’等等，就是我写的。”柔嘉笑得肚子都痛了，说：“笑死我了！你懂得什么酱油上浇麻油！是不是向李妈学的？我倒一向没留心。”,“她走了也好，我看她编的副刊并不精彩。她自己写的东西，今天明天，搬来搬去，老是那几句话，倒也省事。看报的人看完就把报纸掷了，不会找出旧报纸来对的。想来她不要出集子，否则几十篇文章其实只有一篇，那真是大笑话了。像她那样，‘家庭与妇女’，我也会编；你可以替她的缺，编‘文化与艺术’。”,"{'太太', '柔嘉'}"
168,多甫大姐夫，在变法潮浪来得正猛的时节，佩服了福海二哥，并且不大出门，老老实实地在屋中温习《六言杂字》。他非常严肃地跟大姐讨论：“福海二哥真有先见之明！我看咱们也得想个办法！”“对付吧！没有过不去的事！”大姐每逢遇到难以解决的问题，总是拿出这句名言来。“这回呀，就怕对付不过去！”“你有主意，就说说吧！多甫！”大姐这样称呼他，觉得十分时髦、漂亮。,“福海二哥真有先见之明！我看咱们也得想个办法！”,"{'多甫大姐夫', '多甫'}"
169,“贵国的砚台，以哪种石头为最好呢？”纳雨声翰林为表示自己不怕外国人，这样发问。牛牧师想了想，没法儿回答，只好咔咔了两声。笑完，居然想起一句：“这块值多少钱？”“珍秀斋刚给送来，要八十两，还没给价儿。雨翁说，值多少？”定大爷一边回答牧师，一边问纳翰林。“给五十两吧，值！”纳雨翁怕冷淡了林小秋，补上一句，“秋翁说呢？”,“贵国的砚台，以哪种石头为最好呢？”,"{'纳雨声翰林', '纳雨翁', '雨翁', '纳雨声'}"
170,"“有什么事，坐下说，二妹妹！”张大哥命令着她，然后用烟斗指着老李，“这不是外人；说吧。”

妇人未曾说话，泪落得很流畅。

张大哥一点不着急，可是装出着急的样子，“说话呀，二妹，你看！”

“您的二兄弟呀，”抽了一口气，“叫巡警给拿去了！这可怎么好！”泪又是三串。

“为什么呢？”",“叫巡警给拿去了！这可怎么好！”,"{'二妹', '二妹妹'}"
171,张大哥由着老李哭，过去劝李太太：“大妹妹，不用往心里去，这算不了什么！那群人专会掏坏，没有正经的。再遇上他们的时候，我告诉您，大妹妹，不管三七二十一，和他们嘴是嘴，眼是眼，一点别饶人，他们管保不闹了；您越怕，他们越得意。”“不是呀，大哥，您看我，我不惯那么着呀，我哪斗得过几个大老爷们呀！”她越想越觉伤心，也要哭出声来。“大妹妹，别，看吓着孩子们！”李太太一听吓着孩子，赶紧把泪往肚子里咽。,“不是呀，大哥，您看我，我不惯那么着呀，我哪斗得过几个大老爷们呀！”她越想越觉伤心，也要哭出声来。“大妹妹，别，看吓着孩子们！”,"{'李太太', '大妹妹'}"
172,老李不知是哭好，还是笑好。把请帖接过来，爽性和邱先生谈一谈。在张大哥眼中，邱先生是极新的人物。老李要细看看这个新人物。“老邱，你看咱们这么活着有意思没有？”邱先生愣了半天，笑了笑：“没意思！生命入了圈，和野鸟入了笼，一样的没意思。我少年的时候是个野驴；中年，结了婚，做了事，变成个贼鬼溜滑的皮驴；将来，拉到德胜门外，大锅煮，卖驴肉。我不会再跳出圈外，谁也不能。我现在是冷一会热一会，热的时候只能发点小性，冷的时候请客赔情；发疟子的生活。没办法。我不甘心做个小官僚，我不甘心做个好丈夫，可是不做这个做什么去呢？我早看出，你比我硬，可也没硬着多少，你我只是程度上的差别，其实是一锅里的菜。完了，谈点无聊的吧；只有无聊的话开心。”老李又摔破了一个“人蛋”，原来老邱也认识自己。二人成了好朋友，老李没把请帖又放在字纸篓里。,“没意思！生命入了圈，和野鸟入了笼，一样的没意思。我少年的时候是个野驴；中年，结了婚，做了事，变成个贼鬼溜滑的皮驴；将来，拉到德胜门外，大锅煮，卖驴肉。我不会再跳出圈外，谁也不能。我现在是冷一会热一会，热的时候只能发点小性，冷的时候请客赔情；发疟子的生活。没办法。我不甘心做个小官僚，我不甘心做个好丈夫，可是不做这个做什么去呢？我早看出，你比我硬，可也没硬着多少，你我只是程度上的差别，其实是一锅里的菜。完了，谈点无聊的吧；只有无聊的话开心。”,"{'邱先生', '老邱'}"
173,福海二哥笑起来：“老太太，这个小兄弟跟我小时候一样的不体面！刚生下来的娃娃都看不出模样来！你们老太太呀……”他没往下说，而又哈哈了一阵。母亲没表示意见，只叫了声：“福海！”“是！”二哥急忙答应，他知道母亲要说什么。“您放心，全交给我啦！明天洗三，七姥姥八姨的总得来十口八口儿的，这儿二妹妹管装烟倒茶，我跟小六儿（小六儿是谁，我至今还没弄清楚）当厨子，两杯水酒，一碟炒蚕豆，然后是羊肉酸菜热汤儿面，有味儿没味儿，吃个热乎劲儿。好不好？您哪！”,“您放心，全交给我啦！明天洗三，七姥姥八姨的总得来十口八口儿的，这儿二妹妹管装烟倒茶，我跟小六儿（小六儿是谁，我至今还没弄清楚）当厨子，两杯水酒，一碟炒蚕豆，然后是羊肉酸菜热汤儿面，有味儿没味儿，吃个热乎劲儿。好不好？您哪！”,"{'福海二哥', '二哥', '福海'}"
174,"张大嫂正洗家伙，一边擦着胡萝卜似的手指，一边往屋里来，刚一开开门，“哟，二妹妹？坐下呀！”二妹妹一见大嫂子，眼睛又开了河。

“我说，给二妹弄点什么吃。”张大哥发了命令。“我吃不下去，大哥！我的心在嗓子眼里堵着呢，还吃？”二妹妹转向大嫂，“您瞧，大嫂子，您的二兄弟叫巡警给拿了去啦！”

“哟！”张大嫂仿佛绝对没想到巡警可以把二兄弟拿去似的，“哟！这怎会说的！几儿拿去的？怎么拿去的？为什么拿去的？”",“哟！这怎会说的！几儿拿去的？怎么拿去的？为什么拿去的？”,{'张大嫂'}
175,可是他们回来了，老李又哭起来，老太太莫名其妙。听见老李住了声才敢过来。“张先生，怎回事呀？”“老李被同事们起哄灌醉了；您还没歇着哪，老太太？”“没哪，她们娘儿三个走后，我又不放心了，直提心吊胆的一大晚上！”“老李呀，你睡去，我该走了，明天见。”张大哥似乎有把这一案交给马老太太撕拉的意思。,“老李被同事们起哄灌醉了；您还没歇着哪，老太太？”,"{'张大哥', '张先生'}"
176,老李的闷火又要冒烟，可是压制住自己。“小赵，说脆快的，假如张大哥送给你钱，你能饶了他的女儿不能？”“老李，你这怎说话呢？什么饶了饶了的，该打！可是，你说说，他能给多少钱？”“一所房子。”小赵把头摇得像风扇，“一所小房，一所？把个共产党释放出来，就值一所小房？”“可是天真并不真是共产党！”“有错拿没错放的，小赵一句话可以叫他出来，一句话也可以叫他死。随张大哥的便；他的话是怎么说都可以。”,“有错拿没错放的，小赵一句话可以叫他出来，一句话也可以叫他死。随张大哥的便；他的话是怎么说都可以。”,{'小赵'}
177,姑母似乎在半夜里就策划好：别人办喜事，自己要不发发脾气，那就会使喜事办的平平无奇，缺少波澜。到九点钟，大姐还没来，她看看太阳，觉得不甩点闲话，一定对不起这么晴朗的阳光。“我说，”她对着太阳说：“太阳这么高了，大姑奶奶怎么还不露面？一定，一定又是那个大酸枣眼睛的老梆子不许她来！我找她去，跟她讲讲理！她要是不讲理，我把她的酸枣核儿抠出来！”,“太阳这么高了，大姑奶奶怎么还不露面？一定，一定又是那个大酸枣眼睛的老梆子不许她来！我找她去，跟她讲讲理！她要是不讲理，我把她的酸枣核儿抠出来！”,{'姑母'}
178,"张大哥的热心是无限的，能力是无限的；只要吃了他的涮羊肉，他叫你娶一头黄牛，也得算着！

老李急得直出汗，只能说：“我再想想！”

“干吗‘再’想想啊？早晚还不是这么回事！”老李从月亮上落在黑土道上！从诗意一降而为接家眷！自己打自己的嘴巴！",“干吗‘再’想想啊？早晚还不是这么回事！”,{'张大哥'}
179,“办一件公事有什么了不得的？”老李心中非常地讨厌小赵，可是到底不能不回答他。“老李，大嫂昨天回家好呀，没骂我？”“哪能呢？她开了眼，乐得直并不上嘴！”老李很奇怪自己，居然能说出这样漂亮话来。,“老李，大嫂昨天回家好呀，没骂我？”,{'小赵'}
180,李太太在屋里躺着呢。英进去报告一切，妈也不答理。“爸，你给我买好吃没有？”菱审问着爸。爸忘了。忽然地想起来：“菱你等着，爸给买好吃去。”放下菱，跑出来。跑到门洞，马少奶奶把门对好，正往里走。“您又上哪儿？”她往旁边一躲。,“您又上哪儿？”,{'马少奶奶'}
181,二哥正跟六小儿往酒里对水。为省钱，他打了很少的酒，所以得设法使这一点酒取之不尽，用之不竭。二姐拉了拉他的袖子，往外指了指。他拿着酒壶出来，极亲热地走向姑母：“老太太，您闻闻，有酒味没有？”“酒嘛，怎能没酒味儿，你又憋着什么坏呢？”“是这么回事，要是酒味儿太大，还可以再对点水！”“你呀，老二，不怪你妈妈叫你二鬼子！”姑母无可如何地笑了。,“是这么回事，要是酒味儿太大，还可以再对点水！”,"{'二鬼子', '老二', '二哥'}"
182,老李没预备好去诊张大哥的手心，来回翻了翻手，然后，没办法，在裤子上擦了擦手心的汗。“对不起，对不起！早来了吧？坐，坐下！我就是一天瞎忙，无事忙。坐下。有茶没有？”老李忙着坐下，又忙着看碗里有茶没有，没说出什么来。张大哥接着说：“我去把东西交给她。”头向厨房那边点着。“就来；喝茶，别客气！”,“对不起，对不起！早来了吧？坐，坐下！我就是一天瞎忙，无事忙。坐下。有茶没有？”,{'张大哥'}
183,老李是不惯于详细地陈说，话总是横着出来，虽然没意思吵嘴。于是两下不来台。“我不能再去，还是那群人，昨晚上还没把人丢够，再找补上点是怎着？”李太太的脸都气白了。“正是因为那个，才必须去，叫他们看看到底那些坏招儿能不能把谁的鼻子擦了去！”“自然不是你的鼻子！”“我叫你去，你就得去；还有太太们呢！”“不去定了，偏不去！”老李知道这非闹一阵不可了。可是有什么意思呢？,“正是因为那个，才必须去，叫他们看看到底那些坏招儿能不能把谁的鼻子擦了去！”,{'老李'}
184,工友捂着脸去找所长，所长转开了眼珠：“叫巡警把她撵开！”继而一想，男女平权的时代，不宜得罪女人，况且知道她是谁？“请赵科员代见。”小赵很高兴地来到会客厅，接见女客，美差！及至女客进来，他瞪了眼，吴太太！“好了，你叫我来闹，我来了，怎么闹吧？你说！”方墩太太坐下了。工友为是保护科员，在一旁侍立，全听了去。,“好了，你叫我来闹，我来了，怎么闹吧？你说！”,"{'方墩太太', '吴太太'}"
185,除夕，母亲和我很早地就昏昏睡去，似乎对过年不大感觉兴趣。二姐帮着姑母作年菜，姑母一边工作，一边叨唠，主要是对我不满。“早不来，晚不来，偏偏在过年的时候来捣乱，贼秃子！”每逢她骂到满宫满调的时候，父亲便过来，笑着问问：“姐姐，我帮帮您吧！”“你？”姑母打量着他，好像向来不曾相识似的。“你不想想就说话！你想想，你会干什么？”,“姐姐，我帮帮您吧！”,{'父亲'}
186,他走了，二妹妹帮着张大嫂收拾家伙。“秀真还在学校里住哪？”二妹妹一边擦筷子一边问。秀真是张大嫂的女儿。“可不是；别提啦，二妹妹，这年头养女儿才麻烦呢！”哗——一壶开水倒在绿盆里。“您这还不是造化，有儿有女，大哥又这么能事；吃的喝的用的要什么有什么！”,“可不是；别提啦，二妹妹，这年头养女儿才麻烦呢！”,{'张大嫂'}
187,过了两天，老李从衙门回来，看太太的脸上带着些不常见的笑容，好像心中有所获得似的。“吴太太来了。”她说。他点点头，心里说，“方墩！”“吴太太敢情也不省心呀？”她试着路儿说。“怎么？”“吴先生敢情不大老实呢！”老李哼了一声。男人批评别人的太太，妇人批评自己的丈夫！,“吴太太来了。”,{'太太'}
188,小赵很高兴地来到会客厅，接见女客，美差！及至女客进来，他瞪了眼，吴太太！“好了，你叫我来闹，我来了，怎么闹吧？你说！”方墩太太坐下了。工友为是保护科员，在一旁侍立，全听了去。“李顺，走！”赵科员发了令。“嗻！”李顺很不愿意出去，可是不敢违抗命令。“大姐，你算糟到家了！”小赵把李顺送了出去，关上门，对方墩说，“不是叫你见所长吗？”“他不见我，我有什么法儿呢？”,“他不见我，我有什么法儿呢？”,"{'方墩太太', '吴太太', '方墩'}"
189,不大会儿，小李果然过来了。二姐刚要往外走，姑母开开了屋门：“二妞，刚才，刚才我给你的……喂了狗吧！来，过来！”她塞到二姐手中一张新红钱票，然后邦的一声关上了门。二姐出去，买了些糖豆大酸枣儿，和两串冰糖葫芦。回来，先问姑母：“姑姑，您不吃一串葫芦吗？白海棠的！”姑母回答了声：“睡觉喽！明年见！”,“姑姑，您不吃一串葫芦吗？白海棠的！”,"{'二姐', '二妞'}"
190,老李决定了接家眷，先“这么”活着试试。可是始终想不起什么时候下乡去。张大哥每天早晨必定报告一些消息：“房子定好了；看看去？”“何必看；您的眼睛不比我的有准？”老李把感激的话总说得不受听了。好在张大哥明白老李的为人，因而不但不恼，反觉得可以自傲。“三张桌子，六把椅子，一个榆木擦漆的——漆皮稍微有些不大好看了——衣橱；暂时可以对付了吧？”第二天早晨的报告。老李只好点头，表示可以对付。,“三张桌子，六把椅子，一个榆木擦漆的——漆皮稍微有些不大好看了——衣橱；暂时可以对付了吧？”,{'张大哥'}
191,老李对丁二爷没什么可说的。可是太太仿佛得着谈话的对手。她说的，丁二爷不但是懂得，而且有同情的欣赏。“天可真冷！”她说。“够瞧的！滴水成冰！年底下，正冷的时候！”他加上了些注解。“口蘑怎那么贵呀！”李太太叹息。“要不怎么说‘口’蘑呢，贵，不贱，真不贱！”丁二爷也叹息着。,够瞧的！滴水成冰！年底下，正冷的时候！”,{'丁二爷'}
192,邱太太来了。纸板似的，好像专会往别人家的苦恼里挤。老李想把她撵出去，可是不敢：得陪着说话，无论如何无聊！“李先生，我来问你，你看邱真有意学学吴先生吗？”两槽牙全露出来。“不知道。”“哼！你们男人都互相地帮忙，有团体！我才不怕，离婚，正好！”“干吗再说，那么？”老李心中说。,“不知道。”,"{'李先生', '老李'}"
193,王掌柜一边思索着一边说，所以说的很慢：“十成，我连洋布大衫都看不上，更甭说洋人、洋教了！可是……”“爹！”十成在新裤子上擦了擦手心上的汗：“爹！你多年不在乡下，你不知道我们受的是什么！大毛子听二毛子的撺掇，官儿又听大毛子的旨意，一个老百姓还不如这条狗！”十成指了指大黄。“我顶恨二毛子，他们忘了本！”王掌柜和二哥都好一会儿没说出话来。,“爹！你多年不在乡下，你不知道我们受的是什么！大毛子听二毛子的撺掇，官儿又听大毛子的旨意，一个老百姓还不如这条狗！”,{'十成'}
194,张大哥对老李有些失望。再看，新糊的窗子被丁二爷戳了个窟窿。不怪张大哥看不起他们。“老李，明天上我那儿取几张风景画片，一副对联，一个中堂，好在都没上款。”老李看了看墙上，才发现了黑白分明不大好看。“糊一糊好了。”他说。“知道能住多少日子呀，白给人家糊？况且糊墙就得糊顶棚，你还不能四白落地，可是上边悬着块黑膏药。再说，一裱糊，又是天翻地覆，东西都得挪动。”张大哥点上了烟斗。,“知道能住多少日子呀，白给人家糊？况且糊墙就得糊顶棚，你还不能四白落地，可是上边悬着块黑膏药。再说，一裱糊，又是天翻地覆，东西都得挪动。”,{'张大哥'}
195,老李招呼跑堂的，再来一壶；丁二爷连说不喝了，可是酒到了，他自己斟满。呷了一口，“多年了！”好像他心中始终没忘了这句。“李先生，谢谢你的酒饭！多年了！”他又喝了一口。“妇女，妇女，”他脸上的笑容已经不见，眼直看着酒盅，“妇女最不可靠，最不可靠，您不恼丁二，没出息的丁二，白吃饭的丁二，这么说？”老李觉着不大得劲，可是很愿听听他说什么，又笑了笑，“我也是那么看。”,“妇女最不可靠，最不可靠，您不恼丁二，没出息的丁二，白吃饭的丁二，这么说？”,"{'丁二爷', '丁二'}"
196,正在这个时节，吴太太来了，进了屋门就哭。方墩的脸上青了好几块，右眼上一个大黑圈。“我活不成了，活不成了！”看见张大嫂也在这里，更觉得势力雄厚些：“老李，你不叫我活着，我也叫你平安不了。吴小子虽然厉害，向来没打过我；现在，你看看，看看！”她指着脸上的伤。“都是你，你把他顶下来，你叫他和我离婚：今天就是今天了，咱们俩上当街说去！”,“我活不成了，活不成了！”,"{'吴太太', '方墩'}"
197,反对他入教最力的是多二爷。多老二也摸不清基督教的信仰是什么，信它有什么好处或什么坏处。他的最重要的理由是：“哥哥，难道你就不要祖先了吗？入了教不准上坟烧纸！”“那，”多大爷的脸不像弟弟的那么长，而且一急或一笑，总把眉眼口鼻都挤到一块儿去，像个多褶儿的烧卖。此时，他的脸又皱得像个烧卖。“那，我不去上坟，你去，不是两面都不得罪吗？告诉你，老二，是天使给我托了梦！前些日子，我一点辙也没有。可是，我梦见了天使，告诉我：‘城外有生机’。我就出了城，顺着护城河慢慢地走。忽然，我听见了蛙叫，咕呱，咕呱！我一想，莫非那个梦就应验在田鸡身上吗？连钓带捉，我就捉到二十多只田鸡。你猜，我遇见了谁？”他停住口，等弟弟猜测。,“哥哥，难道你就不要祖先了吗？入了教不准上坟烧纸！”“,"{'多二爷', '多老二'}"
198,吴先生也到了。“啊，老李，回来了？家中都好？”和老李握了握手。他的手比老李的大着两号——按着手套的尺寸说——柔软，滑溜，带着科员的热力。然后，掏出一毛钱的票子：“张顺，送车钱去！”吴先生非常正直，可是眼角上也有点笑意，和邱先生的那个相似，虽然程度上不那么深。,“张顺，送车钱去！”,{'吴先生'}
199,正赶上天很冷，马少奶奶似乎有不出屋门的意思；李太太自己也忙着预备年菜，一时离不开厨房。蒸上馒头之际，忽然有了主意：“英，上东屋看看大婶去。”“昨儿不是妈不准我再去吗？”黑小子的记忆力还不坏。“那是跟你说着玩呢；你去吧。”“菱也去！”她早就想上东屋去。“都去吧！英，好好拉着菱。”两位小天使在东屋玩了有一刻来钟，李太太在屋门口叫：“英啊，该家来吧，别紧自给大婶添乱，大年底下的！”,“那是跟你说着玩呢；你去吧。”,{'李太太'}
200,丁二爷找到小赵。“赵先生，”丁二爷叫，仿佛称呼别人“先生”是件极体面的事，“赵先生！”“丁二吗？有什么事？”小赵是有分寸的，丁二爷只是“丁二”，无须加以客气的称呼。“秀姑娘叫我来的。”,“赵先生！”,"{'丁二爷', '丁二'}"
201,“大哥！你忘了咱们是大清国的人吗？饿死，我不能去巴结洋鬼子！”多老二斩钉截铁地说。“大清国？哈哈！”多老大冷笑着：“连咱们的皇上也怕洋人！”“说的好！”多老二真急了。“你要是真敢信洋教，大哥，别怪我不准你再进我的门！”“你敢！我是你哥哥，亲哥哥！我高兴几时来就几时来！”多老大气哼哼地走出去。,“你敢！我是你哥哥，亲哥哥！我高兴几时来就几时来！”,{'多老大'}
202,老李不敢决定一切，只感觉着夫妇之间隔着些什么东西。算了吧，让脑子休息会儿吧：“不用了，英；先吃饭，吃完再去。”“爸，菱抱羊一块吃饭饭！”“好。”老李还有一句，“给老山羊点饭饭吃。”可是打不起精神说。,“不用了，英；先吃饭，吃完再去。”,{'老李'}
203,两位小天使在东屋玩了有一刻来钟，李太太在屋门口叫：“英啊，该家来吧，别紧自给大婶添乱，大年底下的！”“再玩一会儿！”英喊。“家来吧，啊？”李太太急于听听马少奶奶的语气。“在这儿玩吧，我不忙。”马少奶奶非常地和气。“吃过了饭，大妹妹？”李太太要细细地化验化验。“吃过了，您也吃了吧？”非常地和蔼，好听。一块石头落了地：“莫非她昨天没听见？”李太太心里说。然后大声地：“你们都好好的，不许和大婶讪脸，听见没有？”,“吃过了，您也吃了吧？”,"{'大妹妹', '马少奶奶'}"
204,“李先生，去吧，街上不很难走！”丁二爷诚恳地劝驾。老李只好答应着，“就去。”英看出了破绽：“二大，街上不难走？你看看！”指着地上的小湖。“哦，马路当中很好走；我是喜欢得没顾挑着路走，我一直地蹬，花啦，花啦！”丁二爷非常地得意，似乎是做下一件极浪漫的事。“二大，”英的冒险心被丁二大爷激动起，“带我上街蹬水去！咱们都脱了光脚鸭？”“今天可不行，丁二还有事呢，还得找小赵去呢！”他十二分抱歉，所以对英自称“丁二”。,“今天可不行，丁二还有事呢，还得找小赵去呢！”,"{'丁二大爷', '二大', '丁二爷', '丁二'}"
205,王掌柜从多二爷那里得到了底细。他不再怀疑十成所说的了。他想：眼睛多是在北京，假若是在乡下，该怎样横行霸道呢？怪不得十成那么恨他们。“王掌柜！”多二爷含羞带愧地叫：“王掌柜！他欠下几个月的了？”“三个多月了，没还一个小钱！”“王掌柜！我，我慢慢地替他还吧！不管怎么说，他总是我的哥哥！”多二爷含着泪说。,“王掌柜！我，我慢慢地替他还吧！不管怎么说，他总是我的哥哥！”,{'多二爷'}
206,大嫂走到院中，西屋老太太正在院中添炉子。大嫂觉得应当替李太太托咐托咐，虽然自己也不认识老太太。“老太太，你添火哪？”“您可别那么称呼我，还小呢，才六十五！屋里坐着。”老太太添火一半是为在院中旁听，巴不得借个机会加入谈话会。“贵姓呀？”,您可别那么称呼我，还小呢，才六十五！屋里坐着。”,{'老太太'}
207,太太去抓药，老李把英叫来：“菱呢？”“菱叫干妈给抱走了。”“干妈来了？”“来了，张大哥也来了。”“哪个张大哥？”老李想不起英的张大哥是谁，刚要这么问，不由得笑了，“英，他不是你的大哥，叫张伯伯。”“妈老叫他张大哥，嘻嘻。”黑小子找到根据。,“妈老叫他张大哥，嘻嘻。”,"{'黑小子', '英'}"
208,“看这个小布尔乔亚！”马克同指着英说，“世界还没多大希望！”李太太看丈夫不言语，挂了气：“我说，你们俩是干吗的呀？”“我俩是同志；你们是干吗的？”马同志反攻。李太太回答不出。有心要给他个嘴巴，又不肯下手。屋门开了，马老太太进来：“快走，上咱们屋去！”“妈同志！”马克同立起来，拉住老太太的手，“就在这儿吧，这儿还凉快些。”,“我俩是同志；你们是干吗的？”,"{'马同志', '马克同'}"
209,二哥已在院中立了一会儿。他知道，多甫一玩起来便心无二用，听不见也看不见旁的，而且讨厌有人闯进来。见鸽子都安全地落在房上，他才敢开口：“多甫，不错呀！”“哟！二哥！”多甫这才看见客人。他本想说两句道歉的话，可是一心都在鸽子上，爽兴就接着二哥的话茬儿说下去：“什么？不错？光是不错吗？看您说的！这是点真学问！我叫下它们来，您细瞧瞧！每一只都值得瞧半天的！”他往栅子里撒了一把高粱，鸽子全飞了下来。“您看！您要是找紫点子和黑点子的样本儿，都在这儿呢！您看看，全是凤头的，而且是多么大，多么俊的凤头啊！美呀！飞起来，美；落下来，美；这才算地道玩艺儿！”,“什么？不错？光是不错吗？看您说的！这是点真学问！我叫下它们来，您细瞧瞧！每一只都值得瞧半天的！”,{'多甫'}
210,大嫂把认干女儿的经过，从头至尾，有枝添叶地讲演了一番。老李有点高兴；大嫂既肯认菱作干女儿，菱必是非常地可爱，有许多可爱的地方他自己大概还没看到。“大妹妹可真是个俏式小媳妇，头是头，脚是脚，又安稳，又老实！”大嫂讲演完了干姑娘，开始褒奖干姑娘的母亲。从干姑娘的母亲又想到干姑娘的父亲：“老李——亲家，你就别不满意啦；还要什么样的媳妇呀？干干净净，老老实实，得了！况且，有这么一对虎头虎脑的小宝贝；放下你们年青小伙子的贪心吧！该得就得，快快乐乐地过日子，比什么也强。看那个马老太太——”“哪个马老太太？”,“大妹妹可真是个俏式小媳妇，头是头，脚是脚，又安稳，又老实！,{'大嫂'}
211,老李没精神往下辩论。待了半天：“英，我说胡话来着没有？”“那天爸还唱来着呢，妈哭，我也哭了。”英嘻嘻了两声，追想爸唱妈哭自己也哭的情景，颇可笑。“菱哭着叫干妈给抱走了。我也要去，妈把我拦住了，嘻嘻。”英想了会儿；“东屋大婶也哭来着，在东屋里。妈不理我，我就上东屋去玩，看见大婶的大眼睛——不是我说像俩星星吗？——有眼泪，好看极了，嘻嘻。,“那天爸还唱来着呢，妈哭，我也哭了。”,{'英'}
212,左方的钱码比右方的多着许多！母亲的鬓角也有了汗珠！她坐着发愣，左右为难。最后，二姐搭讪着说了话：“奶奶！还钱吧，心里舒服！这个月，头绳、锭儿粉、梳头油，咱们都不用买！咱们娘儿俩多给灶王爷磕几个头，告诉他老人家：以后只给他上一炷香，省点香火！”母亲叹了口气：“唉！叫灶王爷受委屈，于心不忍哪！”“咱们也苦着点，灶王爷不是就不会挑眼了吗？”二姐提出具体的意见：“咱们多端点豆汁儿，少吃点硬的；多吃点小葱拌豆腐，少吃点炒菜，不就能省下不少吗？”,“唉！叫灶王爷受委屈，于心不忍哪！,{'母亲'}
213,没等二哥细细欣赏那些美丽的凤头，多甫又指着一对“紫老虎帽儿”说：“二哥！二哥！看看这一对宝贝吧！帽儿一直披过了肩，多么好的尺寸，还一根杂毛儿也没有啊！告诉您，没地方找去！”他放低了声音，好像怕隔墙有耳：“庆王府的！府里的秀泉，秀把式偷出来的一对蛋！到底是王府里的玩艺儿，孵出来的哪是鸽子，是凤凰哟！”“嗯！是真体面！得送给秀把式一两八钱的吧？”“二哥，您是怎么啦？一两八钱的，连看也不叫看一眼啊！靠着面子，我给了他三两。可是，这一对小活宝贝得值多少银子啊？二哥，不信您马上拍出十两银子来，看我肯让给您不肯！”,“嗯！是真体面！得送给秀把式一两八钱的吧？”,{'二哥'}
214,妈妈收拾完了，儿子已早把豆浆等吃了个净尽。“妈，老头这几天手里怎样？”天真手插在裤袋里，挺着胸，眼看着棚，脚尖往起欠，很像电影明星。“又要钱？”妈妈不知是笑好，还是哭好。“不是；得做一身礼服；我自己不要钱。有个朋友下礼拜结婚，请我做伴郎，得穿礼服。”,“妈，老头这几天手里怎样？”,{'天真'}
215,“马奶奶呢？”老李故意地岔开。“老奶奶天天过来看爸，给爸抓过好几次药了。妈妈老要自己去，老奶奶抢过药方就走，连钱也不要妈妈的。那个老梆子，嘻嘻。”“说什么呢，英？”“干妈净管张大——啊，伯伯，叫老梆子；我当是老人都叫老梆子呢。”“不准说。”黑小子换了题目，“爸，你怎么生了病？嘻嘻。”,“爸，你怎么生了病？嘻嘻。”,"{'黑小子', '英'}"
216,“咱们也苦着点，灶王爷不是就不会挑眼了吗？”二姐提出具体的意见：“咱们多端点豆汁儿，少吃点硬的；多吃点小葱拌豆腐，少吃点炒菜，不就能省下不少吗？”“二妞，你是个明白孩子！”母亲在愁苦之中得到一点儿安慰。“好吧，咱们多勒勒裤腰带吧！你去，还是我去？”“您歇歇吧，我去！”母亲就把铜钱和钱票一组一组地分清楚，交给二姐，并且嘱咐了又嘱咐：“还给他们，马上就回来！你虽然还梳着辫子，可也不小啦！见着便宜坊的老王掌柜，不准他再拉你的骆驼；告诉他：你是大姑娘啦！”,“您歇歇吧，我去！”,"{'二姐', '二妞'}"
